H2,D,C,E,K,J,N,M,L,T,H4,H3,H1,G,F,B,A
"on","d1","c2","e1","k2","j1","n2","m1","l2","die","on","off","off","g1","f2","b2","a2"
"on","d1","c1","e1","k1","j2","n1","m1","l1","die","off","on","off","g2","f1","b2","a1"
"on","d1","c2","e3","k1","j1","n1","m2","l2","die","off","off","off","g2","f1","b2","a2"
"off","d2","c3","e2","k2","j1","n2","m1","l2","die","off","on","off","g2","f1","b2","a2"
"on","d2","c3","e3","k1","j1","n2","m2","l2","die","off","off","on","g2","f2","b1","a2"
"on","d1","c1","e1","k1","j2","n1","m1","l1","die","off","on","off","g2","f1","b2","a2"
"off","d3","c1","e2","k2","j1","n1","m2","l1","live","off","off","off","g2","f2","b3","a2"
"off","d3","c2","e1","k2","j2","n1","m1","l2","live","off","off","off","g2","f2","b1","a2"
"on","d2","c2","e2","k1","j2","n1","m1","l2","die","off","off","off","g2","f1","b2","a2"
"on","d3","c1","e2","k1","j2","n1","m1","l2","die","off","off","off","g2","f2","b1","a3"
"on","d1","c2","e1","k1","j1","n2","m1","l2","die","off","on","off","g2","f1","b1","a2"
"off","d2","c1","e1","k2","j1","n2","m1","l1","live","off","off","off","g1","f1","b2","a2"
"on","d1","c1","e2","k2","j2","n2","m1","l2","die","off","on","off","g2","f1","b2","a2"
"off","d2","c2","e1","k1","j2","n2","m1","l1","live","off","off","off","g2","f2","b1","a2"
"off","d2","c1","e2","k1","j1","n2","m2","l1","live","off","off","off","g2","f2","b1","a2"
"off","d2","c2","e1","k1","j2","n1","m1","l2","die","off","on","off","g2","f1","b2","a1"
"on","d3","c1","e1","k2","j1","n1","m1","l1","die","off","off","off","g2","f1","b2","a2"
"off","d2","c1","e2","k2","j1","n1","m2","l1","live","off","off","off","g2","f2","b1","a2"
"on","d2","c1","e1","k1","j1","n1","m2","l1","die","off","off","off","g2","f2","b1","a1"
"on","d1","c1","e2","k1","j2","n1","m2","l2","die","off","off","off","g2","f1","b2","a2"
"off","d3","c2","e1","k2","j1","n1","m2","l2","live","off","off","off","g2","f1","b2","a3"
"off","d3","c2","e1","k1","j2","n1","m1","l1","live","off","off","off","g2","f1","b1","a2"
"on","d1","c2","e2","k1","j1","n2","m2","l1","die","off","off","off","g2","f1","b1","a3"
"on","d2","c1","e1","k2","j2","n1","m1","l1","die","off","off","on","g2","f1","b1","a2"
"off","d2","c1","e2","k2","j1","n2","m2","l2","die","off","off","on","g1","f2","b2","a3"
"on","d1","c1","e2","k2","j1","n1","m2","l2","die","off","off","off","g2","f2","b2","a2"
"off","d3","c1","e1","k2","j1","n2","m1","l2","die","on","off","off","g1","f2","b2","a2"
"on","d1","c3","e2","k1","j2","n2","m2","l2","die","off","off","off","g1","f1","b3","a3"
"on","d1","c3","e2","k2","j1","n2","m2","l2","die","off","off","off","g2","f2","b2","a3"
"off","d1","c1","e1","k1","j2","n1","m2","l1","die","on","off","on","g1","f2","b1","a2"
"off","d2","c1","e1","k2","j2","n2","m1","l1","live","off","off","off","g1","f2","b2","a1"
"off","d3","c1","e1","k1","j2","n1","m1","l1","live","off","off","off","g2","f1","b1","a1"
"off","d3","c2","e1","k2","j2","n1","m1","l2","die","on","off","off","g1","f2","b2","a2"
"on","d1","c2","e1","k1","j1","n1","m1","l2","die","off","off","off","g2","f1","b2","a2"
"off","d2","c1","e2","k2","j2","n1","m2","l2","live","off","off","off","g2","f2","b2","a2"
"on","d2","c2","e2","k1","j2","n2","m1","l1","die","off","off","off","g2","f1","b2","a2"
"off","d3","c1","e2","k1","j2","n2","m1","l1","live","off","off","off","g1","f2","b2","a1"
"off","d3","c1","e2","k2","j2","n1","m2","l2","live","off","off","off","g2","f2","b2","a2"
"off","d2","c1","e2","k2","j1","n2","m1","l1","live","off","off","off","g1","f1","b3","a2"
"on","d2","c1","e1","k2","j1","n2","m1","l1","die","on","off","on","g1","f2","b2","a3"
"off","d2","c1","e1","k1","j2","n1","m2","l2","live","off","off","off","g2","f2","b1","a1"
"on","d1","c2","e2","k1","j1","n2","m2","l2","die","off","off","off","g1","f2","b3","a1"
"on","d2","c2","e2","k2","j1","n2","m2","l1","die","on","off","on","g1","f2","b3","a2"
"off","d1","c2","e2","k1","j1","n1","m1","l1","die","off","on","off","g2","f1","b2","a2"
"off","d1","c1","e3","k1","j1","n2","m2","l2","live","off","off","off","g1","f2","b2","a2"
"on","d2","c1","e1","k1","j1","n2","m1","l1","die","off","off","off","g2","f2","b2","a2"
"on","d2","c1","e2","k1","j1","n1","m2","l1","die","off","off","off","g1","f2","b2","a2"
"on","d2","c2","e2","k2","j1","n2","m2","l1","die","off","on","off","g2","f1","b2","a2"
"off","d1","c2","e1","k2","j2","n1","m1","l1","die","on","off","off","g1","f1","b3","a3"
"on","d2","c2","e2","k2","j1","n2","m2","l1","die","off","off","on","g1","f1","b2","a1"
"on","d1","c1","e2","k1","j2","n2","m1","l1","die","off","off","on","g1","f1","b1","a2"
"off","d2","c2","e1","k2","j2","n2","m1","l2","die","off","off","on","g2","f1","b1","a2"
"on","d2","c1","e1","k2","j2","n2","m2","l2","die","off","on","off","g2","f1","b1","a1"
"on","d3","c2","e1","k2","j1","n2","m1","l1","die","off","off","off","g1","f1","b2","a3"
"on","d1","c1","e1","k1","j1","n1","m1","l1","die","off","off","off","g2","f1","b2","a1"
"off","d2","c3","e3","k1","j2","n2","m2","l2","die","off","off","on","g2","f2","b1","a2"
"on","d3","c1","e2","k2","j1","n1","m1","l1","die","off","off","off","g2","f1","b1","a1"
"off","d3","c2","e1","k1","j1","n2","m2","l2","die","off","off","on","g2","f2","b1","a2"
"off","d2","c1","e2","k1","j2","n1","m1","l1","live","off","off","off","g2","f1","b3","a1"
"off","d3","c2","e1","k2","j2","n2","m1","l2","die","on","off","off","g1","f1","b1","a3"
"off","d3","c3","e1","k2","j2","n2","m1","l1","die","on","off","off","g1","f2","b2","a3"
"off","d1","c2","e2","k1","j1","n2","m2","l2","die","on","off","off","g1","f2","b2","a2"
"off","d1","c1","e2","k1","j1","n1","m1","l1","die","off","off","on","g2","f2","b2","a3"
"on","d1","c2","e3","k1","j1","n2","m2","l2","die","off","off","off","g2","f2","b2","a1"
"off","d2","c3","e2","k2","j1","n2","m2","l2","die","off","off","on","g2","f2","b3","a2"
"off","d2","c2","e3","k1","j1","n2","m2","l1","live","off","off","off","g1","f2","b2","a2"
"off","d2","c1","e1","k2","j1","n2","m1","l1","live","off","off","off","g2","f1","b1","a3"
"on","d1","c2","e3","k2","j1","n2","m2","l2","die","off","off","off","g1","f2","b3","a2"
"on","d2","c2","e2","k1","j2","n2","m2","l2","die","off","off","on","g2","f2","b2","a1"
"off","d1","c3","e1","k1","j1","n1","m1","l2","live","off","off","off","g2","f1","b3","a2"
"on","d1","c3","e1","k2","j1","n2","m2","l2","die","off","off","off","g2","f2","b2","a2"
"on","d1","c2","e1","k2","j1","n1","m1","l2","die","off","on","off","g2","f1","b2","a2"
"off","d2","c3","e3","k2","j2","n2","m1","l2","die","on","on","off","g1","f1","b2","a1"
"on","d1","c2","e1","k1","j2","n1","m2","l2","die","off","off","off","g2","f2","b3","a3"
"off","d1","c2","e1","k2","j1","n2","m1","l2","live","off","off","off","g1","f1","b2","a2"
"on","d3","c3","e2","k1","j1","n2","m1","l2","die","off","off","off","g2","f1","b1","a2"
"off","d3","c1","e2","k1","j1","n2","m2","l1","die","on","off","off","g1","f2","b1","a2"
"on","d2","c1","e3","k1","j2","n2","m2","l2","die","off","on","off","g1","f1","b1","a2"
"on","d1","c3","e2","k1","j1","n2","m2","l2","die","off","off","off","g2","f2","b1","a1"
"off","d2","c2","e3","k2","j1","n2","m2","l2","die","on","off","on","g1","f2","b1","a2"
"off","d1","c1","e1","k1","j2","n2","m1","l1","live","off","off","off","g1","f1","b1","a1"
"off","d1","c2","e2","k2","j1","n1","m1","l2","live","off","off","off","g2","f2","b2","a2"
"on","d3","c2","e2","k2","j1","n2","m2","l2","die","off","off","off","g2","f2","b3","a2"
"off","d2","c2","e1","k1","j1","n1","m1","l2","die","off","off","on","g1","f2","b2","a1"
"on","d3","c2","e3","k2","j1","n2","m2","l1","die","off","off","off","g1","f2","b2","a3"
"off","d2","c3","e2","k1","j2","n1","m2","l2","live","off","off","off","g2","f2","b2","a1"
"off","d2","c1","e1","k1","j1","n2","m1","l1","die","off","on","on","g2","f1","b3","a2"
"off","d2","c1","e2","k2","j1","n1","m1","l1","live","off","off","off","g2","f1","b2","a2"
"off","d3","c2","e1","k1","j1","n1","m1","l1","live","off","off","off","g2","f2","b2","a3"
"on","d1","c1","e1","k1","j2","n1","m1","l1","die","off","on","on","g2","f1","b2","a3"
"on","d3","c2","e2","k2","j1","n1","m1","l1","die","off","on","off","g2","f1","b3","a3"
"off","d1","c1","e2","k1","j2","n1","m2","l1","live","off","off","off","g2","f2","b1","a2"
"off","d2","c2","e1","k1","j2","n2","m1","l2","die","on","off","off","g1","f2","b2","a1"
"off","d2","c1","e3","k1","j1","n2","m1","l1","die","off","on","off","g2","f1","b1","a2"
"off","d2","c2","e1","k1","j2","n1","m2","l2","live","off","off","off","g2","f2","b1","a1"
"on","d3","c1","e2","k1","j2","n1","m1","l1","die","off","on","off","g2","f1","b1","a2"
"on","d3","c2","e2","k1","j1","n2","m2","l1","die","off","on","off","g2","f1","b1","a2"
"off","d1","c1","e2","k2","j2","n1","m2","l1","live","off","off","off","g2","f2","b2","a2"
"on","d3","c1","e2","k1","j2","n1","m2","l1","die","off","off","off","g2","f2","b2","a2"
"on","d1","c1","e2","k2","j1","n1","m2","l1","die","off","off","off","g2","f2","b3","a3"
"off","d2","c1","e1","k1","j2","n2","m1","l2","live","off","off","off","g2","f2","b1","a1"
"on","d1","c1","e2","k2","j2","n2","m2","l1","die","off","off","on","g1","f2","b2","a1"
"on","d3","c3","e2","k1","j1","n1","m2","l2","die","off","off","off","g2","f2","b2","a2"
"off","d2","c3","e3","k2","j1","n1","m2","l2","live","off","off","off","g2","f2","b2","a1"
"on","d2","c1","e1","k1","j1","n2","m1","l1","die","off","off","off","g2","f1","b1","a3"
"on","d2","c2","e2","k2","j2","n2","m1","l1","die","on","on","off","g1","f1","b2","a1"
"off","d3","c3","e2","k2","j1","n1","m2","l2","live","off","off","off","g2","f2","b2","a3"
"off","d2","c1","e2","k2","j2","n1","m2","l2","live","off","off","off","g2","f2","b2","a2"
"off","d1","c1","e2","k2","j1","n1","m2","l1","live","off","off","off","g2","f2","b2","a2"
"off","d2","c1","e1","k1","j2","n1","m1","l1","live","off","off","off","g2","f1","b2","a2"
"on","d2","c2","e2","k2","j1","n2","m1","l1","die","off","off","off","g2","f1","b2","a2"
"on","d3","c2","e3","k1","j2","n1","m2","l1","die","off","off","off","g2","f2","b3","a1"
"on","d2","c2","e2","k1","j1","n1","m2","l2","die","off","off","off","g2","f2","b1","a2"
"off","d1","c2","e1","k1","j1","n2","m1","l1","live","off","off","off","g2","f1","b3","a2"
"off","d2","c3","e2","k2","j2","n1","m1","l2","live","off","off","off","g2","f2","b3","a1"
"on","d2","c1","e1","k2","j1","n1","m1","l2","die","off","off","off","g2","f1","b2","a2"
"off","d1","c1","e1","k2","j2","n1","m1","l1","live","off","off","off","g2","f1","b1","a3"
"off","d2","c3","e2","k1","j2","n1","m1","l2","live","off","off","off","g2","f1","b3","a3"
"off","d2","c2","e3","k1","j2","n1","m2","l2","live","off","off","off","g2","f2","b1","a1"
"on","d2","c1","e3","k2","j2","n2","m2","l2","die","off","off","off","g2","f2","b1","a3"
"off","d2","c2","e1","k2","j1","n1","m1","l1","live","off","off","off","g2","f2","b2","a3"
"on","d2","c2","e1","k2","j2","n1","m1","l2","die","off","off","off","g2","f2","b1","a1"
"off","d2","c2","e1","k2","j2","n2","m1","l2","live","off","off","off","g2","f1","b2","a2"
"off","d1","c1","e3","k2","j2","n2","m2","l1","live","off","off","off","g1","f2","b2","a2"
"on","d3","c2","e2","k2","j2","n2","m2","l2","die","off","off","off","g2","f2","b1","a2"
"on","d2","c1","e3","k1","j2","n1","m2","l1","die","off","off","off","g1","f2","b2","a2"
"off","d3","c3","e1","k1","j2","n2","m1","l2","live","off","off","off","g2","f1","b2","a2"
"off","d1","c1","e2","k1","j1","n2","m2","l1","live","off","off","off","g1","f2","b3","a2"
"on","d2","c1","e3","k2","j2","n2","m2","l1","die","off","off","off","g1","f2","b2","a2"
"off","d3","c3","e3","k1","j2","n2","m2","l1","live","off","off","off","g2","f2","b1","a2"
"on","d3","c1","e3","k2","j1","n2","m2","l1","die","off","off","off","g1","f2","b2","a2"
"on","d2","c1","e1","k2","j2","n2","m2","l1","die","on","off","off","g1","f1","b2","a2"
"on","d1","c1","e2","k1","j1","n1","m1","l2","die","off","off","on","g2","f2","b3","a2"
"on","d1","c2","e3","k1","j1","n2","m2","l1","die","off","off","off","g1","f2","b1","a1"
"on","d1","c2","e3","k2","j1","n1","m1","l2","die","off","off","off","g2","f1","b3","a2"
"on","d1","c1","e1","k1","j1","n2","m2","l1","die","off","off","off","g1","f2","b1","a1"
"off","d1","c2","e2","k1","j1","n2","m2","l1","live","off","off","off","g1","f2","b2","a2"
"off","d2","c2","e1","k2","j1","n1","m1","l2","live","off","off","off","g2","f2","b2","a2"
"on","d3","c1","e1","k2","j2","n2","m1","l1","die","off","off","off","g1","f1","b2","a2"
"off","d3","c2","e2","k1","j1","n2","m2","l1","die","on","off","off","g1","f2","b2","a2"
"on","d2","c2","e2","k1","j1","n1","m1","l1","die","off","on","off","g2","f1","b3","a1"
"on","d3","c1","e3","k1","j2","n1","m2","l1","die","off","off","off","g2","f2","b2","a1"
"on","d2","c1","e1","k2","j1","n1","m1","l1","die","off","off","off","g2","f1","b2","a3"
"off","d1","c2","e1","k1","j2","n2","m2","l2","live","off","off","off","g1","f1","b2","a2"
"off","d3","c1","e1","k1","j1","n1","m2","l2","die","off","off","on","g2","f2","b1","a2"
"on","d2","c2","e1","k1","j2","n1","m1","l2","die","off","off","off","g2","f2","b1","a1"
"on","d1","c1","e2","k2","j2","n1","m2","l1","die","off","off","off","g1","f2","b2","a2"
"off","d2","c2","e1","k2","j2","n2","m1","l1","live","off","off","off","g1","f1","b2","a2"
"on","d1","c2","e2","k1","j2","n2","m2","l1","die","on","off","off","g1","f2","b1","a3"
"off","d1","c2","e2","k2","j2","n1","m2","l2","live","off","off","off","g2","f2","b2","a1"
"on","d1","c1","e1","k2","j1","n2","m1","l2","die","on","off","off","g1","f2","b2","a2"
"on","d2","c3","e1","k2","j1","n1","m2","l2","die","off","off","off","g2","f1","b2","a2"
"on","d3","c2","e1","k1","j1","n2","m1","l1","die","off","on","off","g1","f1","b2","a2"
"off","d2","c1","e1","k2","j2","n1","m1","l1","live","off","off","off","g2","f2","b1","a1"
"off","d1","c3","e1","k1","j2","n1","m1","l2","die","off","off","on","g2","f1","b1","a2"
"off","d2","c3","e2","k2","j1","n2","m2","l2","die","on","off","on","g1","f2","b3","a2"
"off","d2","c1","e1","k1","j1","n2","m1","l1","live","off","off","off","g2","f1","b1","a1"
"on","d2","c1","e3","k2","j2","n2","m2","l1","die","off","on","off","g2","f1","b2","a1"
"off","d1","c1","e1","k1","j1","n2","m1","l1","live","off","off","off","g2","f1","b1","a3"
"on","d1","c3","e2","k2","j2","n1","m1","l2","die","off","off","off","g2","f1","b2","a3"
"on","d1","c2","e1","k1","j2","n1","m1","l2","die","off","off","off","g2","f1","b1","a2"
"off","d1","c2","e2","k1","j2","n1","m2","l2","live","off","off","off","g2","f2","b1","a2"
"on","d3","c1","e1","k1","j2","n1","m1","l2","die","off","off","off","g2","f2","b2","a3"
"off","d3","c1","e1","k1","j1","n1","m2","l2","live","off","off","off","g2","f2","b1","a2"
"off","d1","c3","e2","k1","j1","n2","m1","l2","live","off","off","off","g1","f1","b2","a2"
"off","d3","c3","e2","k1","j2","n2","m1","l2","die","off","off","on","g1","f1","b3","a2"
"on","d2","c1","e1","k1","j2","n2","m1","l1","die","off","on","off","g1","f1","b3","a1"
"off","d2","c1","e2","k1","j1","n2","m2","l1","live","off","off","off","g1","f2","b2","a2"
"on","d1","c2","e1","k1","j2","n1","m2","l2","die","off","off","off","g2","f1","b2","a1"
"on","d1","c1","e3","k1","j2","n2","m2","l1","die","off","off","off","g1","f2","b1","a1"
"off","d1","c1","e1","k1","j1","n2","m1","l1","die","off","on","off","g2","f1","b2","a3"
"on","d2","c1","e1","k1","j1","n2","m1","l1","die","off","off","off","g1","f2","b2","a2"
"off","d1","c2","e1","k2","j2","n2","m1","l2","live","off","off","off","g2","f1","b3","a2"
"on","d3","c2","e3","k1","j2","n2","m2","l1","die","off","on","off","g2","f1","b1","a2"
"off","d3","c3","e1","k1","j1","n2","m2","l2","live","off","off","off","g1","f2","b2","a1"
"off","d1","c3","e1","k2","j2","n2","m1","l2","live","off","off","off","g1","f2","b2","a3"
"off","d2","c2","e1","k1","j1","n1","m1","l2","live","off","off","off","g1","f1","b1","a3"
"on","d2","c1","e1","k2","j1","n2","m1","l1","die","off","off","off","g2","f1","b1","a2"
"on","d1","c2","e1","k2","j2","n2","m1","l2","die","off","off","off","g2","f2","b2","a2"
"on","d2","c1","e1","k2","j2","n2","m1","l1","die","off","off","off","g1","f1","b3","a1"
"off","d3","c1","e3","k2","j1","n1","m2","l1","live","off","off","off","g1","f2","b2","a3"
"on","d2","c1","e3","k2","j2","n1","m2","l1","die","off","off","off","g2","f2","b2","a2"
"off","d3","c1","e1","k2","j2","n1","m2","l2","live","off","off","off","g2","f2","b2","a2"
"off","d2","c2","e1","k1","j2","n1","m1","l1","live","off","off","off","g2","f2","b2","a2"
"off","d3","c1","e3","k2","j1","n2","m2","l2","live","off","off","off","g1","f2","b2","a2"
"off","d2","c1","e1","k1","j1","n2","m1","l1","die","on","off","off","g1","f1","b2","a2"
"off","d2","c2","e1","k1","j2","n1","m1","l2","live","off","off","off","g2","f2","b3","a2"
"on","d3","c1","e1","k2","j1","n1","m1","l1","die","off","on","off","g2","f1","b2","a2"
"on","d1","c2","e3","k1","j1","n1","m1","l2","die","off","off","on","g2","f1","b2","a1"
"on","d3","c1","e2","k2","j1","n2","m2","l1","die","off","off","on","g2","f1","b1","a2"
"off","d3","c2","e2","k1","j2","n1","m1","l2","live","off","off","off","g2","f1","b2","a2"
"on","d2","c3","e1","k2","j2","n1","m1","l2","die","off","off","off","g2","f2","b3","a3"
"on","d2","c1","e2","k1","j2","n1","m2","l2","die","off","off","on","g2","f2","b1","a2"
"on","d2","c3","e1","k2","j2","n1","m1","l1","die","off","off","on","g2","f1","b3","a2"
"off","d1","c1","e3","k1","j2","n1","m2","l1","live","off","off","off","g2","f2","b1","a1"
"on","d1","c2","e2","k1","j1","n2","m2","l1","die","on","off","off","g1","f2","b2","a2"
"on","d1","c2","e3","k1","j1","n2","m2","l2","die","on","off","off","g1","f2","b1","a1"
"off","d1","c2","e2","k2","j2","n2","m2","l2","live","off","off","off","g2","f1","b1","a2"
"on","d2","c1","e1","k1","j1","n1","m1","l1","die","on","off","off","g1","f2","b2","a2"
"off","d1","c1","e3","k2","j2","n1","m2","l1","live","off","off","off","g2","f2","b1","a3"
"on","d2","c3","e1","k2","j2","n2","m1","l2","die","off","off","off","g2","f1","b2","a2"
"off","d1","c1","e1","k1","j1","n2","m2","l2","die","off","on","on","g2","f1","b2","a1"
"off","d3","c1","e1","k2","j2","n2","m2","l2","die","on","off","off","g1","f2","b1","a3"
"on","d2","c3","e1","k2","j1","n2","m2","l2","die","off","off","off","g2","f2","b2","a2"
"off","d2","c1","e1","k1","j2","n1","m1","l2","die","off","on","off","g2","f1","b1","a2"
"on","d3","c2","e3","k2","j2","n2","m2","l1","die","on","off","off","g1","f2","b2","a1"
"on","d2","c2","e2","k2","j2","n1","m1","l2","die","off","on","off","g2","f1","b3","a2"
"off","d3","c1","e2","k2","j1","n1","m1","l1","live","off","off","off","g2","f1","b3","a1"
